State No,County No,FOR,AGAINST,TOTAL CASTE,DEPENDENT VARIABLE,BALLOT TYPE,POPULATION,PCI,MEDIUM FAMILY INCOME,SIZE OF COUNTY,POPULATION DENSITY,PERCENT WHITE,PERCENT BLACK,PERCENT OTHER,PERCENT MALE,PERCENT FEMALE,NO OF CHURCHES,NO OF CHURCH MEMBERS,PERCENT CHURCH MEMBERS OF POPULATION,POVERTY LEVEL,UNEMPLOYMENT RATE,AGE LESS THAN 18,AGE24,AGE44,AGE64,AGE OLDER THAN 65,MSA,PERCENT MINORITY,NO OF OLDER,NO OF YOUNGER
14,93,3447,3243,6690,1,2,14535,"$19,467 ","$32,784 ",575.70,25.25,.98,.01,.02,.485,.515,36,7543,.52,8.30,2.30,3949,1179,4101,2783,2523,2,.02,5306,8202
15,1,910,1826,2736,0,2,19613,"$13,956 ","$22,369 ",577.00,33.98,.56,.00,.44,.490,.510,53,7022,.38,25.50,5.30,6032,2004,5152,3942,2483,2,.44,6425,10304
15,2,690,1423,2113,0,2,6178,"$15,317 ","$21,558 ",881.00,7.04,.92,.03,.05,.530,.470,35,3783,.59,17.40,2.20,1342,460,1608,1426,1342,2,.08,2768,3216
15,3,990,1685,2675,0,2,13094,"$11,220 ","$19,188 ",990.00,13.24,.81,.06,.13,.530,.470,54,8119,.64,30.10,6.60,3421,1129,3705,2840,1999,2,.19,4839,7410
15,4,444,1085,1529,0,2,5882,"$17,384 ","$31,591 ",1817.00,3.25,.93,.00,.07,.500,.500,29,3413,.57,10.50,3.40,1662,347,1585,1302,986,2,.07,2288,3170
15,5,1903,3344,5247,0,2,19070,"$15,469 ","$24,531 ",904.00,21.13,.91,.02,.07,.480,.520,46,11878,.63,23.60,7.00,5504,1465,5186,3697,3218,2,.09,6915,10372
15,6,1387,2102,3489,0,2,10950,"$15,267 ","$23,699 ",938.00,11.72,.84,.05,.11,.480,.520,50,6145,.54,22.10,6.00,3059,802,2751,2248,2090,2,.16,4338,5502
15,7,2496,3316,5812,0,2,33208,"$13,976 ","$21,933 ",943.00,35.21,.83,.01,.16,.480,.520,86,16560,.52,23.80,5.90,8445,3905,8403,6974,5481,2,.17,12455,16806
15,8,2870,4484,7354,0,2,30150,"$14,049 ","$22,154 ",1290.00,23.42,.70,.03,.27,.490,.510,116,20034,.68,27.80,6.30,8553,2673,7964,6256,4704,2,.30,10960,15928
15,9,6875,12530,19405,0,2,79993,"$18,061 ","$41,792 ",905.00,88.42,.89,.02,.09,.500,.500,80,23116,.31,9.00,4.10,24214,6235,26647,15625,7272,1,.11,22897,53294
15,10,4322,4677,8999,0,2,43643,"$17,693 ","$26,517 ",833.00,52.32,.81,.08,.11,.480,.520,92,26649,.62,21.10,6.20,12036,3301,12035,9139,7132,2,.19,16271,24070
15,11,2881,3624,6505,0,2,36266,"$15,553 ","$23,391 ",776.00,46.77,.65,.01,.34,.490,.510,61,8919,.26,26.30,6.80,9870,4571,9614,7340,4871,2,.35,12211,19228
15,12,1374,1719,3093,0,2,15455,"$13,397 ","$17,014 ",800.00,19.37,.71,.13,.16,.470,.520,62,10693,.70,34.10,12.50,4346,1246,3741,3293,2829,2,.29,6122,7482
15,13,444,579,1023,0,2,3120,"$20,335 ","$22,890 ",1840.00,1.68,.86,.00,.14,.510,.500,18,2400,.73,16.00,2.10,876,201,780,658,605,2,.14,1263,1560
15,14,14503,23744,38247,0,2,188180,"$17,653 ","$36,682 ",558.00,337.21,.87,.03,.10,.500,.500,115,47764,.27,11.90,3.50,50017,27585,62904,33723,13951,1,.13,47674,125808
